text_id	sentence_id	sentence_word_id	word_id	word
0	4	5	155	it,
0	4	6	156	a
0	4	7	157	fearsome
0	4	8	158	boar,
0	4	9	159	which
0	4	10	160	lived
0	4	11	161	in
0	4	12	162	a
0	4	13	163	wood
0	4	14	164	located
0	4	15	165	just
0	4	16	166	outside
0	4	17	167	the
0	4	18	168	manor
0	4	19	169	of
0	4	20	170	Bradford.
0	5	0	171	A
0	5	1	172	source
0	5	2	173	of
0	5	3	174	great
0	5	4	175	trouble
0	5	5	176	to
0	5	6	177	the
0	5	7	178	local
0	5	8	179	folk
0	5	9	180	the
0	5	10	181	boar
0	5	11	182	was,
0	5	12	183	bringing
0	5	13	184	terror
0	5	14	185	to
0	5	15	186	the
0	5	16	187	peaceful
0	5	17	188	flocks
0	5	18	189	and
0	5	19	190	ravaging
0	5	20	191	the
0	5	21	192	countryside
0	5	22	193	around.
0	6	0	194	Even
0	6	1	195	worse,
0	6	2	196	however,
0	6	3	197	the
0	6	4	198	boar
0	6	5	199	most
0	6	6	200	liked
0	6	7	201	to
0	6	8	202	go
0	6	9	203	to
0	6	10	204	the
0	6	11	205	well
0	6	12	206	that
0	6	13	207	was
0	6	14	208	in
0	6	15	209	the
0	6	16	210	wood
0	6	17	211	and
0	6	18	212	drink
0	6	19	213	its
0	6	20	214	fresh
0	6	21	215	water,
0	6	22	216	so
0	6	23	217	that
0	6	24	218	the
0	6	25	219	people
0	6	26	220	of
0	6	27	221	Bradford
0	6	28	222	had
0	6	29	223	second
0	6	30	224	thoughts
0	6	31	225	about
0	6	32	226	visiting
0	6	33	227	the
0	6	34	228	well.
0	7	0	229	That
0	7	1	230	the
0	7	2	231	people
0	7	3	232	of
0	7	4	233	Bradford
0	7	5	234	bore
0	7	6	235	the
0	7	7	236	brunt
0	7	8	237	of
0	7	9	238	the
0	7	10	239	beast's
0	7	11	240	ferocity
0	7	12	241	was
0	7	13	242	unfair
0	7	14	243	in
0	7	15	244	the
0	7	16	245	eyes
0	7	17	246	of
0	7	18	247	the
0	7	19	248	people
0	7	20	249	of
0	7	21	250	the
0	7	22	251	region.
0	8	0	252	Eventually,
0	8	1	253	the
0	8	2	254	issue
0	8	3	255	reached
0	8	4	256	the
0	8	5	257	ears
0	8	6	258	of
0	8	7	259	the
0	8	8	260	kindly
0	8	9	261	Lord
0	8	10	262	of
0	8	11	263	the
0	8	12	264	Manor
0	8	13	265	who
0	8	14	266	the
0	8	15	267	people
0	8	16	268	had
0	8	17	269	often
0	8	18	270	asked
0	8	19	271	for
0	8	20	272	help.
0	9	0	273	The
0	9	1	274	Lord
0	9	2	275	saw
0	9	3	276	the
0	9	4	277	severity
0	9	5	278	of
0	9	6	279	the
0	9	7	280	problem
0	9	8	281	the
0	9	9	282	people
0	9	10	283	faced
0	9	11	284	and
0	9	12	285	suggested
0	9	13	286	a
0	9	14	287	contest
0	9	15	288	could
0	9	16	289	solve
0	9	17	290	the
0	9	18	291	problem.
0	10	0	292	He
0	10	1	293	said
0	10	2	294	that
0	10	3	295	whoever
0	10	4	296	could
0	10	5	297	kill
0	10	6	298	the
0	10	7	299	boar
0	10	8	300	and
0	10	9	301	bring
0	10	10	302	as
0	10	11	303	proof
0	10	12	304	its
0	10	13	305	head
0	10	14	306	to
0	10	15	307	the
0	10	16	308	Manor
0	10	17	309	House
0	10	18	310	would
0	10	19	311	be
0	10	20	312	rewarded
0	10	21	313	with
0	10	22	314	land
0	10	23	315	and
0	10	24	316	fame.
0	11	0	317	It
0	11	1	318	was
0	11	2	319	the
0	11	3	320	people
0	11	4	321	of
0	11	5	322	Bradford
0	11	6	323	and
0	11	7	324	the
0	11	8	325	people
0	11	9	326	who
0	11	10	327	knew
0	11	11	328	them
0	11	12	329	who
0	11	13	330	rejoiced
0	11	14	331	at
0	11	15	332	this
0	11	16	333	proclamation
0	11	17	334	but
0	11	18	335	one
0	11	19	336	question
0	11	20	337	remained:
0	11	21	338	who
0	11	22	339	would
0	11	23	340	kill
0	11	24	341	the
0	11	25	342	boar?
0	12	0	343	By
0	12	1	344	the
0	12	2	345	handsome
0	12	3	346	reward
0	12	4	347	many
0	12	5	348	felt
0	12	6	349	tempted,
0	12	7	350	but
0	12	8	351	the
0	12	9	352	thought
0	12	10	353	of
0	12	11	354	the
0	12	12	355	boar
0	12	13	356	with
0	12	14	357	its
0	12	15	358	deadly
0	12	16	359	tusks
0	12	17	360	and
0	12	18	361	face
0	12	19	362	like
0	12	20	363	thunder
0	12	21	364	soon
0	12	22	365	put
0	12	23	366	an
0	12	24	367	end
0	12	25	368	to
0	12	26	369	their
0	12	27	370	ambitions.
0	13	0	371	However,
0	13	1	372	there
0	13	2	373	was
0	13	3	374	one
0	13	4	375	huntsman,
0	13	5	376	who
0	13	6	377	was
0	13	7	378	still
0	13	8	379	wet
0	13	9	380	behind
0	13	10	381	the
0	13	11	382	ears,
0	13	12	383	who
0	13	13	384	decided
0	13	14	385	the
0	13	15	386	prize
0	13	16	387	was
0	13	17	388	worth
0	13	18	389	a
0	13	19	390	shot,
0	13	20	391	in
0	13	21	392	spite
0	13	22	393	of
0	13	23	394	the
0	13	24	395	boar's
0	13	25	396	reputation.
0	14	0	397	The
0	14	1	398	huntsman
0	14	2	399	discovered
0	14	3	400	the
0	14	4	401	boar
0	14	5	402	preferred
0	14	6	403	to
0	14	7	404	come
0	14	8	405	out
0	14	9	406	in
0	14	10	407	the
0	14	11	408	middle
0	14	12	409	of
0	14	13	410	the
0	14	14	411	day.
0	15	0	412	So
0	15	1	413	he
0	15	2	414	went
0	15	3	415	to
0	15	4	416	the
0	15	5	417	wood
0	15	6	418	by
0	15	7	419	the
0	15	8	420	well
0	15	9	421	with
0	15	10	422	his
0	15	11	423	good
0	15	12	424	bow,
0	15	13	425	to
0	15	14	426	bide
0	15	15	427	his
0	15	16	428	time.
0	16	0	429	Around
0	16	1	430	noontime,
0	16	2	431	the
0	16	3	432	boar,
0	16	4	433	feared
0	16	5	434	by
0	16	6	435	the
0	16	7	436	locals,
0	16	8	437	came
0	16	9	438	out,
0	16	10	439	as
0	16	11	440	slow
0	16	12	441	as
0	16	13	442	a
0	16	14	443	snail,
0	16	15	444	from
0	16	16	445	among
0	16	17	446	the
0	16	18	447	trees,
0	16	19	448	just
0	16	20	449	as
0	16	21	450	the
0	16	22	451	huntsman
0	16	23	452	had
0	16	24	453	predicted.
0	17	0	454	The
0	17	1	455	huntsman
0	17	2	456	leaped
0	17	3	457	from
0	17	4	458	his
0	17	5	459	hiding
0	17	6	460	place
0	17	7	461	and
0	17	8	462	through
0	17	9	463	the
0	17	10	464	heart
0	17	11	465	with
0	17	12	466	his
0	17	13	467	fine
0	17	14	468	arrows
0	17	15	469	shot
0	17	16	470	the
0	17	17	471	boar.
0	18	0	472	Now
0	18	1	473	the
0	18	2	474	problem
0	18	3	475	was
0	18	4	476	no
0	18	5	477	longer
0	18	6	478	to
0	18	7	479	kill
0	18	8	480	the
0	18	9	481	boar.
0	19	0	482	It
0	19	1	483	was
0	19	2	484	to
0	19	3	485	find
0	19	4	486	a
0	19	5	487	way
0	19	6	488	to
0	19	7	489	carry
0	19	8	490	the
0	19	9	491	boar
0	19	10	492	back.
0	20	0	493	The
0	20	1	494	head
0	20	2	495	was
0	20	3	496	too
0	20	4	497	heavy
0	20	5	498	for
0	20	6	499	the
0	20	7	500	little
0	20	8	501	huntsman
0	20	9	502	to
0	20	10	503	carry
0	20	11	504	back
0	20	12	505	to
0	20	13	506	the
0	20	14	507	Manor
0	20	15	508	House,
0	20	16	509	but
0	20	17	510	the
0	20	18	511	huntsman,
0	20	19	512	who
0	20	20	513	was
0	20	21	514	as
0	20	22	515	quick-witted
0	20	23	516	and
0	20	24	517	cunning
0	20	25	518	as
0	20	26	519	ever,
0	20	27	520	asked
0	20	28	521	himself,
0	20	29	522	'What
0	20	30	523	else
0	20	31	524	can
0	20	32	525	I
0	20	33	526	do
0	20	34	527	to
0	20	35	528	prove
0	20	36	529	I
0	20	37	530	killed
0	20	38	531	the
0	20	39	532	boar?'
0	21	0	533	The
0	21	1	534	next
0	21	2	535	instance
0	21	3	536	he
0	21	4	537	opened
0	21	5	538	the
0	21	6	539	boar's
0	21	7	540	mouth
0	21	8	541	and
0	21	9	542	cut
0	21	10	543	out
0	21	11	544	its
0	21	12	545	tongue,
0	21	13	546	taking
0	21	14	547	that
0	21	15	548	as
0	21	16	549	proof
0	21	17	550	for
0	21	18	551	the
0	21	19	552	Lord.
0	22	0	553	He
0	22	1	554	set
0	22	2	555	out
0	22	3	556	for
0	22	4	557	the
0	22	5	558	Manor
0	22	6	559	House
0	22	7	560	as
0	22	8	561	quickly
0	22	9	562	as
0	22	10	563	he
0	22	11	564	could
0	22	12	565	and
0	22	13	566	he
0	22	14	567	had
0	22	15	568	only
0	22	16	569	been
0	22	17	570	gone
0	22	18	571	a
0	22	19	572	few
0	22	20	573	minutes
0	22	21	574	when
0	22	22	575	a
0	22	23	576	second
0	22	24	577	huntsman,
0	22	25	578	not
0	22	26	579	so
0	22	27	580	bold
0	22	28	581	as
0	22	29	582	the
0	22	30	583	first
0	22	31	584	but
0	22	32	585	a
0	22	33	586	little
0	22	34	587	more
0	22	35	588	cunning,
0	22	36	589	came
0	22	37	590	on
0	22	38	591	the
0	22	39	592	scene.
0	23	0	593	Seeing
0	23	1	594	the
0	23	2	595	slain
0	23	3	596	carcass
0	23	4	597	of
0	23	5	598	the
0	23	6	599	boar,
0	23	7	600	the
0	23	8	601	huntsman
0	23	9	602	rejoiced
0	23	10	603	in
0	23	11	604	his
0	23	12	605	good
0	23	13	606	fortune.
0	24	0	607	The
0	24	1	608	second
0	24	2	609	huntsman
0	24	3	610	knew
0	24	4	611	a
0	24	5	612	shortcut
0	24	6	613	to
0	24	7	614	the
0	24	8	615	Manor
0	24	9	616	House
0	24	10	617	was
0	24	11	618	just
0	24	12	619	around
0	24	13	620	the
0	24	14	621	nearby
0	24	15	622	pond,
0	24	16	623	and,
0	24	17	624	being
0	24	18	625	a
0	24	19	626	bigger
0	24	20	627	man
0	24	21	628	than
0	24	22	629	the
0	24	23	630	first,
0	24	24	631	was
0	24	25	632	able
0	24	26	633	to
0	24	27	634	pick
0	24	28	635	up
0	24	29	636	the
0	24	30	637	boar's
0	24	31	638	head
0	24	32	639	and
0	24	33	640	carry
0	24	34	641	it
0	24	35	642	through
0	24	36	643	the
0	24	37	644	wood
0	24	38	645	towards
0	24	39	646	the
0	24	40	647	prize
0	24	41	648	that
0	24	42	649	awaited
0	24	43	650	him.
0	25	0	651	The
0	25	1	652	Lord
0	25	2	653	of
0	25	3	654	the
0	25	4	655	Manor
0	25	5	656	was
0	25	6	657	seated
0	25	7	658	in
0	25	8	659	his
0	25	9	660	hall
0	25	10	661	when
0	25	11	662	the
0	25	12	663	second
0	25	13	664	huntsman
0	25	14	665	burst
0	25	15	666	through
0	25	16	667	the
0	25	17	668	door
0	25	18	669	and
0	25	19	670	began
0	25	20	671	to
0	25	21	672	spin
0	25	22	673	a
0	25	23	674	line.
0	26	0	675	'The
0	26	1	676	woes
0	26	2	677	of
0	26	3	678	Bradford
0	26	4	679	are
0	26	5	680	ended!'
0	27	0	681	he
0	27	1	682	announced.
0	28	0	683	'With
0	28	1	684	my
0	28	2	685	own
0	28	3	686	hand
0	28	4	687	I
0	28	5	688	have
0	28	6	689	slain
0	28	7	690	the
0	28	8	691	boar!'
0	29	0	692	And,
0	29	1	693	with
0	29	2	694	that,
0	29	3	695	at
0	29	4	696	the
0	29	5	697	feet
0	29	6	698	of
0	29	7	699	his
0	29	8	700	lord
0	29	9	701	he
0	29	10	702	dropped
0	29	11	703	the
0	29	12	704	boar's
0	29	13	705	enormous
0	29	14	706	head.
0	30	0	707	'Then
0	30	1	708	you
0	30	2	709	will
0	30	3	710	be
0	30	4	711	rewarded,
0	30	5	712	as
0	30	6	713	I
0	30	7	714	promised.'
0	31	0	715	'But
0	31	1	716	first,
0	31	2	717	let
0	31	3	718	me
0	31	4	719	examine
0	31	5	720	the
0	31	6	721	head
0	31	7	722	of
0	31	8	723	this
0	31	9	724	monster,'
0	31	10	725	said
0	31	11	726	the
0	31	12	727	Lord
0	31	13	728	of
0	31	14	729	the
0	31	15	730	Manor.
0	32	0	731	To
0	32	1	732	not
0	32	2	733	examine
0	32	3	734	the
0	32	4	735	head
0	32	5	736	in
0	32	6	737	advance
0	32	7	738	had
0	32	8	739	not
0	32	9	740	been
0	32	10	741	very
0	32	11	742	clever
0	32	12	743	on
0	32	13	744	the
0	32	14	745	part
0	32	15	746	of
0	32	16	747	the
0	32	17	748	huntsman.
0	33	0	749	Right
0	33	1	750	away,
0	33	2	751	the
0	33	3	752	Lord
0	33	4	753	noticed
0	33	5	754	the
0	33	6	755	tongue
0	33	7	756	of
0	33	8	757	the
0	33	9	758	boar
0	33	10	759	was
0	33	11	760	missing
0	33	12	761	and
0	33	13	762	exclaimed,
0	33	14	763	'What
0	33	15	764	is
0	33	16	765	this?
0	34	0	766	A
0	34	1	767	boar
0	34	2	768	with
0	34	3	769	no
0	34	4	770	tongue?'
0	35	0	771	He
0	35	1	772	looked
0	35	2	773	at
0	35	3	774	the
0	35	4	775	huntsman,
0	35	5	776	dubiously.
0	36	0	777	'How
0	36	1	778	come
0	36	2	779	this
0	36	3	780	creature
0	36	4	781	has
0	36	5	782	no
0	36	6	783	tongue?'
0	37	0	784	he
0	37	1	785	demanded.
0	38	0	786	All
0	38	1	787	eyes
0	38	2	788	were
0	38	3	789	on
0	38	4	790	the
0	38	5	791	huntsman.
0	39	0	792	The
0	39	1	793	huntsman
0	39	2	794	questioned
0	39	3	795	by
0	39	4	796	the
0	39	5	797	Lord
0	39	6	798	replied,
0	39	7	799	'I
0	39	8	800	cannot
0	39	9	801	say,
0	39	10	802	my
0	39	11	803	Lord.'
0	40	0	804	He
0	40	1	805	was
0	40	2	806	suddenly
0	40	3	807	realizing
0	40	4	808	his
0	40	5	809	tricky
0	40	6	810	situation
0	40	7	811	could
0	40	8	812	end
0	40	9	813	badly
0	40	10	814	for
0	40	11	815	him.
0	41	0	816	Through
0	41	1	817	the
0	41	2	818	door
0	41	3	819	at
0	41	4	820	this
0	41	5	821	moment,
0	41	6	822	the
0	41	7	823	first
0	41	8	824	huntsman
0	41	9	825	burst.
0	42	0	826	'The
0	42	1	827	woes
0	42	2	828	of
0	42	3	829	Bradford
0	42	4	830	are
0	42	5	831	ended!'
0	43	0	832	he
0	43	1	833	cried.
0	44	0	834	'I
0	44	1	835	have
0	44	2	836	slain
0	44	3	837	the
0	44	4	838	boar
0	44	5	839	the
0	44	6	840	people
0	44	7	841	of
0	44	8	842	Bradford
0	44	9	843	dreaded!'
0	45	0	844	All
0	45	1	845	eyes
0	45	2	846	turned
0	45	3	847	to
0	45	4	848	the
0	45	5	849	man
0	45	6	850	who
0	45	7	851	now
0	45	8	852	stood
0	45	9	853	in
0	45	10	854	the
0	45	11	855	doorway.
0	46	0	856	'The
0	46	1	857	reward
0	46	2	858	is
0	46	3	859	already
0	46	4	860	given,'
0	46	5	861	said
0	46	6	862	the
0	46	7	863	Lord
0	46	8	864	of
0	46	9	865	the
0	46	10	866	Manor.
0	47	0	867	'The
0	47	1	868	man
0	47	2	869	here
0	47	3	870	has
0	47	4	871	brought
0	47	5	872	to
0	47	6	873	me
0	47	7	874	the
0	47	8	875	boar's
0	47	9	876	head.'
0	48	0	877	'Then
0	48	1	878	where
0	48	2	879	is
0	48	3	880	its
0	48	4	881	tongue?'
0	49	0	882	the
0	49	1	883	first
0	49	2	884	huntsman
0	49	3	885	replied.
0	50	0	886	And,
0	50	1	887	so
0	50	2	888	saying,
0	50	3	889	he
0	50	4	890	drew
0	50	5	891	out
0	50	6	892	the
0	50	7	893	boar's
0	50	8	894	tongue
0	50	9	895	he
0	50	10	896	had
0	50	11	897	put
0	50	12	898	in
0	50	13	899	his
0	50	14	900	hunting
0	50	15	901	pouch
0	50	16	902	and
0	50	17	903	related
0	50	18	904	how
0	50	19	905	he
0	50	20	906	had
0	50	21	907	ambushed
0	50	22	908	the
0	50	23	909	creature
0	50	24	910	in
0	50	25	911	the
0	50	26	912	wood
0	50	27	913	and
0	50	28	914	cut
0	50	29	915	out
0	50	30	916	its
0	50	31	917	tongue
0	50	32	918	as
0	50	33	919	proof
0	50	34	920	of
0	50	35	921	his
0	50	36	922	victory.
0	51	0	923	Listening
0	51	1	924	to
0	51	2	925	the
0	51	3	926	tale,
0	51	4	927	the
0	51	5	928	Lord
0	51	6	929	of
0	51	7	930	the
0	51	8	931	Manor
0	51	9	932	tried
0	51	10	933	to
0	51	11	934	discern
0	51	12	935	which
0	51	13	936	huntsman
0	51	14	937	was
0	51	15	938	telling
0	51	16	939	him
0	51	17	940	the
0	51	18	941	truth
0	51	19	942	and
0	51	20	943	what
0	51	21	944	the
0	51	22	945	two
0	51	23	946	huntsmen
0	51	24	947	were
0	51	25	948	thinking
0	51	26	949	as
0	51	27	950	they
0	51	28	951	waited
0	51	29	952	for
0	51	30	953	him
0	51	31	954	to
0	51	32	955	make
0	51	33	956	a
0	51	34	957	decision.
0	52	0	958	Almost
0	52	1	959	instantly,
0	52	2	960	the
0	52	3	961	Lord
0	52	4	962	saw
0	52	5	963	that
0	52	6	964	the
0	52	7	965	second
0	52	8	966	huntsman
0	52	9	967	had
0	52	10	968	fed
0	52	11	969	him
0	52	12	970	a
0	52	13	971	pack
0	52	14	972	of
0	52	15	973	lies
0	52	16	974	and
0	52	17	975	it
0	52	18	976	was
0	52	19	977	the
0	52	20	978	first
0	52	21	979	huntsman
0	52	22	980	who
0	52	23	981	was
0	52	24	982	the
0	52	25	983	true
0	52	26	984	savior
0	52	27	985	of
0	52	28	986	Bradford.
0	53	0	987	The
0	53	1	988	Lord
0	53	2	989	believed
0	53	3	990	the
0	53	4	991	second
0	53	5	992	huntsman
0	53	6	993	had
0	53	7	994	tried
0	53	8	995	to
0	53	9	996	steal
0	53	10	997	the
0	53	11	998	first
0	53	12	999	huntsman's
0	53	13	1000	prize
0	53	14	1001	and
0	53	15	1002	so
0	53	16	1003	proclaimed
0	53	17	1004	the
0	53	18	1005	first
0	53	19	1006	huntsman
0	53	20	1007	the
0	53	21	1008	true
0	53	22	1009	victor.
0	54	0	1010	The
0	54	1	1011	Lord
0	54	2	1012	wondered
0	54	3	1013	for
0	54	4	1014	a
0	54	5	1015	moment
0	54	6	1016	why
0	54	7	1017	he
0	54	8	1018	always
0	54	9	1019	encountered
0	54	10	1020	so
0	54	11	1021	much
0	54	12	1022	chicanery
0	54	13	1023	in
0	54	14	1024	his
0	54	15	1025	everyday
0	54	16	1026	interactions.
0	55	0	1027	The
0	55	1	1028	huntsman
0	55	2	1029	who
0	55	3	1030	had
0	55	4	1031	earned
0	55	5	1032	his
0	55	6	1033	prize
0	55	7	1034	fair
0	55	8	1035	and
0	55	9	1036	square
0	55	10	1037	received
0	55	11	1038	as
0	55	12	1039	his
0	55	13	1040	reward
0	55	14	1041	a
0	55	15	1042	piece
0	55	16	1043	of
0	55	17	1044	land
0	55	18	1045	just
0	55	19	1046	outside
0	55	20	1047	the
0	55	21	1048	town,
0	55	22	1049	known
0	55	23	1050	thereafter
0	55	24	1051	as
0	55	25	1052	Hunt
0	55	26	1053	Yard.
0	56	0	1054	His
0	56	1	1055	fame
0	56	2	1056	was
0	56	3	1057	indeed
0	56	4	1058	assured,
0	56	5	1059	but
0	56	6	1060	it
0	56	7	1061	was
0	56	8	1062	not
0	56	9	1063	nearly
0	56	10	1064	as
0	56	11	1065	lasting
0	56	12	1066	as
0	56	13	1067	that
0	56	14	1068	of
0	56	15	1069	the
0	56	16	1070	fearsome
0	56	17	1071	Bradford
0	56	18	1072	Boar.
1	0	0	0	A
1	0	1	1	clear
1	0	2	2	and
1	0	3	3	joyous
1	0	4	4	day
1	0	5	5	it
1	0	6	6	was
1	0	7	7	and
1	0	8	8	out
1	0	9	9	on
1	0	10	10	the
1	0	11	11	wide
1	0	12	12	open
1	0	13	13	sea,
1	0	14	14	thousands
1	0	15	15	upon
1	0	16	16	thousands
1	0	17	17	of
1	0	18	18	sparkling
1	0	19	19	water
1	0	20	20	drops,
1	0	21	21	excited
1	0	22	22	by
1	0	23	23	getting
1	0	24	24	to
1	0	25	25	play
1	0	26	26	in
1	0	27	27	the
1	0	28	28	ocean,
1	0	29	29	danced
1	0	30	30	all
1	0	31	31	around.
1	1	0	32	One
1	1	1	33	of
1	1	2	34	these
1	1	3	35	was
1	1	4	36	a
1	1	5	37	merry
1	1	6	38	little
1	1	7	39	fellow
1	1	8	40	named
1	1	9	41	Aqua,
1	1	10	42	who
1	1	11	43	danced
1	1	12	44	on
1	1	13	45	the
1	1	14	46	silver
1	1	15	47	backs
1	1	16	48	of
1	1	17	49	the
1	1	18	50	fishes
1	1	19	51	as
1	1	20	52	they
1	1	21	53	plunged
1	1	22	54	up
1	1	23	55	and
1	1	24	56	down
1	1	25	57	in
1	1	26	58	the
1	1	27	59	waves,
1	1	28	60	and,
1	1	29	61	no
1	1	30	62	matter
1	1	31	63	how
1	1	32	64	high
1	1	33	65	he
1	1	34	66	sprung,
1	1	35	67	he
1	1	36	68	always
1	1	37	69	came
1	1	38	70	down
1	1	39	71	again
1	1	40	72	into
1	1	41	73	his
1	1	42	74	mother's
1	1	43	75	lap.
1	2	0	76	His
1	2	1	77	mother,
1	2	2	78	you
1	2	3	79	know,
1	2	4	80	was
1	2	5	81	the
1	2	6	82	ocean,
1	2	7	83	and
1	2	8	84	very
1	2	9	85	beautiful
1	2	10	86	she
1	2	11	87	looked
1	2	12	88	that
1	2	13	89	summer
1	2	14	90	day
1	2	15	91	in
1	2	16	92	her
1	2	17	93	dark
1	2	18	94	blue
1	2	19	95	dress
1	2	20	96	and
1	2	21	97	white
1	2	22	98	ruffles.
1	3	0	99	By
1	3	1	100	and
1	3	2	101	by,
1	3	3	102	the
1	3	4	103	happy
1	3	5	104	water
1	3	6	105	drop
1	3	7	106	tired
1	3	8	107	of
1	3	9	108	his
1	3	10	109	play,
1	3	11	110	and
1	3	12	111	looking
1	3	13	112	up
1	3	14	113	to
1	3	15	114	the
1	3	16	115	clear
1	3	17	116	sky
1	3	18	117	above
1	3	19	118	him,
1	3	20	119	thought
1	3	21	120	he
1	3	22	121	would
1	3	23	122	like
1	3	24	123	to
1	3	25	124	have
1	3	26	125	a
1	3	27	126	sail
1	3	28	127	on
1	3	29	128	one
1	3	30	129	of
1	3	31	130	the
1	3	32	131	white,
1	3	33	132	marshmallow-like
1	3	34	133	clouds,
1	3	35	134	instead
1	3	36	135	of
1	3	37	136	spending
1	3	38	137	his
1	3	39	138	whole
1	3	40	139	life
1	3	41	140	in
1	3	42	141	the
1	3	43	142	ocean.
1	4	0	143	Of
1	4	1	144	the
1	4	2	145	sky,
1	4	3	146	little
1	4	4	147	Aqua
1	4	5	148	had
1	4	6	149	always
1	4	7	150	been
1	4	8	151	afraid,
1	4	9	152	but
1	4	10	153	he
1	4	11	154	decided
1	4	12	155	to
1	4	13	156	finally
1	4	14	157	face
1	4	15	158	his
1	4	16	159	demons
1	4	17	160	and
1	4	18	161	suggested
1	4	19	162	a
1	4	20	163	solution
1	4	21	164	involving
1	4	22	165	the
1	4	23	166	sun
1	4	24	167	carrying
1	4	25	168	him
1	4	26	169	up
1	4	27	170	to
1	4	28	171	the
1	4	29	172	sky
1	4	30	173	would
1	4	31	174	be
1	4	32	175	ideal.
1	5	0	176	The
1	5	1	177	sun
1	5	2	178	understood
1	5	3	179	Aqua's
1	5	4	180	request
1	5	5	181	came
1	5	6	182	from
1	5	7	183	his
1	5	8	184	heart,
1	5	9	185	so
1	5	10	186	he
1	5	11	187	acquiesced
1	5	12	188	and
1	5	13	189	also
1	5	14	190	took
1	5	15	191	ever
1	5	16	192	so
1	5	17	193	many
1	5	18	194	other
1	5	19	195	drops,
1	5	20	196	so
1	5	21	197	that
1	5	22	198	Aqua
1	5	23	199	might
1	5	24	200	not
1	5	25	201	be
1	5	26	202	lonesome
1	5	27	203	on
1	5	28	204	the
1	5	29	205	way.
1	6	0	206	It
1	6	1	207	was
1	6	2	208	only
1	6	3	209	the
1	6	4	210	sun
1	6	5	211	that
1	6	6	212	knew
1	6	7	213	this,
1	6	8	214	however,
1	6	9	215	for
1	6	10	216	all
1	6	11	217	the
1	6	12	218	other
1	6	13	219	drops
1	6	14	220	had
1	6	15	221	been
1	6	16	222	changed
