item	zone	word	meanItemRT
1	106	Crest	391.22988505747134
1	107	of	381.2441860465116
1	108	the	333.6385542168675
1	109	City	341.71428571428567
1	110	of	353.95348837209303
1	111	Bradford,	357.9176470588235
1	112	which	387.5882352941177
1	113	those	374.1529411764706
1	114	same	356.6352941176471
1	115	mill	394.09195402298855
1	116	owners	350.5
1	117	created	380.05813953488376
1	118	to	360.8372093023256
1	119	celebrate	371.52941176470586
1	120	their	342.9529411764706
1	121	achievements.	400.2619047619048
1	122	It	419.1860465116279
1	123	shows	388.6206896551724
1	124	a	338.9080459770115
1	125	sinister	380.2906976744186
1	126	looking	426.8837209302326
1	127	boar's	407.5176470588235
1	128	head	406.3837209302325
1	129	sitting	424.83908045977006
1	130	on	356.8488372093024
1	131	top	340.7441860465116
1	132	of	349.91954022988506
1	133	a	350.0459770114943
1	134	well	343.13953488372096
1	135	which	375.6627906976744
1	136	seems	423.2352941176471
1	137	puzzling	425.9647058823529
1	138	at	375.2068965517241
1	139	first,	353.5176470588235
1	140	but	343.7441860465116
1	141	the	331.1046511627907
1	142	reason	358.85057471264366
1	143	for	340.8735632183908
1	144	this	341.31034482758616
1	145	symbol	340.55813953488376
1	146	is	348.8850574712644
1	147	a	328.15116279069764
1	148	matter	355.448275862069
1	149	of	327.264367816092
1	150	legend.	372.4117647058823
1	151	There	392.7241379310345
1	152	was	364.2873563218391
1	153	once,	331.65517241379314
1	154	legend	342.896551724138
1	155	has	455.2873563218391
1	156	it,	376.0229885057472
1	157	a	358.20689655172407
1	158	fearsome	369.0459770114943
1	159	boar,	369.9767441860465
1	160	which	375.0232558139536
1	161	lived	363.3837209302326
1	162	in	324.90588235294115
1	163	a	302.56976744186045
1	164	wood	363.1976744186046
1	165	located	357.76744186046506
1	166	just	424.87356321839087
1	167	outside	342.74117647058824
1	168	the	323.74418604651163
1	169	manor	350.36046511627904
1	170	of	353.33333333333337
1	171	Bradford.	407.0232558139536
1	172	A	391.6162790697674
1	173	source	365.5348837209302
1	174	of	345.7931034482759
1	175	great	333.8045977011494
1	176	trouble	358.3103448275862
1	177	to	338.4651162790698
1	178	the	319.2093023255814
1	179	local	308.9418604651163
1	180	folk	307.4470588235294
1	181	the	336.04651162790697
1	182	boar	346.2352941176471
1	183	was,	342.5529411764706
1	184	bringing	374.71428571428567
1	185	terror	374.5
1	186	to	347.42352941176466
1	187	the	320.5
1	188	peaceful	332.15116279069764
1	189	flocks	336.86046511627904
1	190	and	329.51162790697674
1	191	ravaging	341.6860465116279
1	192	the	359.86046511627904
1	193	countryside	397.1162790697675
1	194	around.	414.5476190476189
1	195	Even	429.8048780487805
1	196	worse,	385.1309523809524
1	197	however,	364.8255813953489
1	198	the	360.6511627906976
1	199	boar	324.4186046511628
1	200	most	337.5058823529412
1	201	liked	356.4767441860465
1	202	to	343.0232558139535
1	203	go	331.9651162790698
1	204	to	309.56470588235294
1	205	the	318.4186046511628
1	206	well	323.89534883720927
1	207	that	349.56976744186045
1	208	was	338.2906976744186
1	209	in	324.5232558139535
1	210	the	300.65116279069764
1	211	wood	311.79069767441854
1	212	and	356.7093023255814
1	213	drink	338.35714285714283
1	214	its	352.45882352941175
1	215	fresh	326.78823529411767
1	216	water,	324.37647058823524
1	217	so	366.78823529411767
1	218	that	339.8139534883721
1	219	the	313.45882352941175
1	220	people	301.56626506024094
1	221	of	331.0
1	222	Bradford	313.9176470588235
1	223	had	318.92941176470583
1	224	second	353.87209302325584
1	225	thoughts	350.1647058823529
1	226	about	335.3837209302326
1	227	visiting	337.67816091954023
1	228	the	319.4418604651163
1	229	well.	335.3139534883721
1	230	That	445.2093023255814
1	231	the	350.47058823529414
1	232	people	341.0
1	233	of	335.54651162790697
1	234	Bradford	319.52380952380946
1	235	bore	337.0813953488372
1	236	the	351.564705882353
1	237	brunt	370.6588235294117
1	238	of	358.1162790697674
1	239	the	336.2117647058824
1	240	beast's	333.70238095238096
1	241	ferocity	382.6428571428572
1	242	was	402.2619047619047
1	243	unfair	386.8333333333333
1	244	in	343.4651162790698
1	245	the	314.95348837209303
1	246	eyes	308.1529411764706
1	247	of	323.2906976744186
1	248	the	312.7209302325581
1	249	people	348.8255813953489
1	250	of	325.2
1	251	the	305.2352941176471
1	252	region.	380.44705882352935
1	253	Eventually,	415.6627906976744
1	254	the	342.66279069767444
1	255	issue	326.6860465116279
1	256	reached	341.36046511627904
1	257	the	336.6627906976745
1	258	ears	346.62790697674416
1	259	of	320.8488372093024
1	260	the	307.40697674418607
1	261	kindly	328.0
1	262	Lord	325.3255813953489
1	263	of	326.48837209302326
1	264	the	302.01162790697674
1	265	Manor	322.29069767441854
1	266	who	317.5813953488372
1	267	the	349.2674418604651
1	268	people	327.36046511627904
1	269	had	334.8941176470588
1	270	often	321.0348837209302
1	271	asked	326.1046511627907
1	272	for	317.8837209302326
1	273	help.	310.5348837209302
1	274	The	334.95348837209303
1	275	Lord	323.5813953488372
1	276	saw	311.0813953488372
1	277	the	322.4418604651163
1	278	severity	334.8352941176471
1	279	of	340.0352941176471
1	280	the	317.5764705882353
1	281	problem	324.74117647058824
1	282	the	310.2
1	283	people	330.5232558139535
1	284	faced	317.2674418604651
1	285	and	327.2209302325581
1	286	suggested	325.06976744186045
1	287	a	348.59302325581393
1	288	contest	331.53488372093017
1	289	could	328.54117647058825
1	290	solve	332.6
1	291	the	295.4642857142857
1	292	problem.	308.2470588235294
1	293	He	331.8705882352941
1	294	said	315.7529411764706
1	295	that	313.47058823529414
1	296	whoever	306.6117647058824
1	297	could	338.47058823529414
1	298	kill	308.45348837209303
1	299	the	310.8372093023256
1	300	boar	297.82352941176475
1	301	and	303.64705882352945
1	302	bring	286.7294117647059
1	303	as	288.52941176470586
1	304	proof	331.6117647058824
1	305	its	340.7294117647059
1	306	head	300.5529411764706
1	307	to	300.0235294117647
1	308	the	294.4470588235294
1	309	Manor	320.7647058823529
1	310	House	316.90588235294115
1	311	would	328.8809523809524
1	312	be	317.33333333333337
1	313	rewarded	321.4285714285714
1	314	with	305.49411764705883
1	315	land	314.09411764705885
1	316	and	328.32142857142856
1	317	fame.	335.9761904761905
1	318	It	318.2261904761905
1	319	was	329.3294117647059
1	320	the	316.2705882352941
1	321	people	309.5301204819277
1	322	of	316.0722891566265
1	323	Bradford	328.90361445783134
1	324	and	324.0
1	325	the	331.0352941176471
1	326	people	293.82142857142856
1	327	who	299.86746987951807
1	328	knew	332.90588235294115
1	329	them	340.2823529411765
1	330	who	318.54651162790697
1	331	rejoiced	361.98823529411766
1	332	at	347.77647058823527
1	333	this	325.19047619047626
1	334	proclamation	367.22352941176473
1	335	but	365.7058823529412
1	336	one	356.18823529411765
1	337	question	349.3809523809524
1	338	remained:	381.2705882352941
1	339	who	383.3452380952381
1	340	would	331.78823529411767
1	341	kill	317.9176470588235
1	342	the	317.4117647058823
1	343	boar?	295.1058823529412
1	344	By	324.3058823529412
1	345	the	309.3529411764706
1	346	handsome	331.38823529411764
1	347	reward	355.4823529411765
1	348	many	399.8
1	349	felt	416.5529411764706
1	350	tempted,	368.12941176470594
1	351	but	354.0352941176471
1	352	the	340.9176470588235
1	353	thought	354.75
1	354	of	305.20238095238096
1	355	the	306.8588235294118
1	356	boar	306.5952380952381
1	357	with	326.8352941176471
1	358	its	320.88235294117646
1	359	deadly	312.9404761904762
1	360	tusks	312.6
1	361	and	328.23809523809524
1	362	face	316.23809523809524
1	363	like	306.58333333333337
1	364	thunder	326.8095238095238
1	365	soon	325.1058823529412
1	366	put	331.6117647058824
1	367	an	312.42857142857144
1	368	end	293.29411764705884
1	369	to	292.3294117647059
1	370	their	285.8705882352941
1	371	ambitions.	341.81176470588235
1	372	However,	400.8928571428572
1	373	there	374.74698795180734
1	374	was	343.4285714285714
1	375	one	316.0
1	376	huntsman,	361.1647058823529
1	377	who	386.1882352941176
1	378	was	322.11764705882354
1	379	still	297.6
1	380	wet	308.5714285714286
1	381	behind	344.03571428571433
1	382	the	312.75
1	383	ears,	298.67857142857144
1	384	who	318.2823529411765
1	385	decided	317.3764705882353
1	386	the	293.8452380952381
1	387	prize	302.0
1	388	was	304.9759036144578
1	389	worth	300.28571428571433
1	390	a	308.83333333333337
1	391	shot,	305.3855421686747
1	392	in	315.4938271604939
1	393	spite	333.2117647058824
1	394	of	294.2352941176471
1	395	the	293.17073170731703
1	396	boar's	299.6506024096385
1	397	reputation.	325.66666666666663
1	398	The	362.34939759036143
1	399	huntsman	383.9047619047619
1	400	discovered	353.32142857142856
1	401	the	333.64705882352945
1	402	boar	337.8705882352941
1	403	preferred	351.02380952380946
1	404	to	337.82926829268297
1	405	come	323.4404761904762
1	406	out	305.84337349397595
1	407	in	302.32142857142856
1	408	the	293.04761904761904
1	409	middle	299.43529411764706
1	410	of	297.5119047619047
1	411	the	284.2619047619048
1	412	day.	305.6823529411764
1	413	So	349.2261904761905
1	414	he	321.1309523809524
1	415	went	321.925
1	416	to	274.0
1	417	the	280.9166666666667
1	418	wood	292.4404761904762
1	419	by	303.33333333333337
1	420	the	300.67857142857144
1	421	well	291.9529411764706
1	422	with	310.56626506024094
1	423	his	314.0
1	424	good	319.7058823529412
1	425	bow,	350.9759036144578
1	426	to	344.5595238095238
1	427	bide	349.4117647058823
1	428	his	370.83132530120486
1	429	time.	342.33734939759034
1	430	Around	356.79761904761904
1	431	noontime,	354.2470588235294
1	432	the	360.4642857142857
1	433	boar,	322.8352941176471
1	434	feared	317.2
1	435	by	329.36046511627904
1	436	the	337.16279069767444
1	437	locals,	304.3488372093024
1	438	came	346.6235294117647
1	439	out,	326.5882352941177
1	440	as	309.0235294117647
1	441	slow	319.7176470588235
1	442	as	317.9268292682927
1	443	a	297.9390243902439
1	444	snail,	360.8941176470588
1	445	from	352.63529411764705
1	446	among	340.9764705882353
1	447	the	331.0823529411765
1	448	trees,	309.15294117647056
1	449	just	317.7294117647059
1	450	as	324.9156626506024
1	451	the	320.2619047619048
1	452	huntsman	321.6470588235294
1	453	had	333.2117647058824
1	454	predicted.	344.0722891566265
1	455	The	404.2380952380952
1	456	huntsman	365.0
1	457	leaped	323.3095238095238
1	458	from	339.96428571428567
1	459	his	322.1411764705883
1	460	hiding	313.3764705882353
1	461	place	314.26506024096386
1	462	and	309.08641975308643
1	463	through	316.45882352941175
1	464	the	334.04651162790697
1	465	heart	363.1860465116279
1	466	with	388.1411764705883
1	467	his	367.3176470588236
1	468	fine	343.4470588235294
1	469	arrows	342.45238095238096
1	470	shot	356.7738095238095
1	471	the	351.4096385542169
1	472	boar.	364.3614457831326
1	473	Now	387.1927710843373
1	474	the	332.7738095238095
1	475	problem	325.6823529411765
1	476	was	308.6428571428572
1	477	no	318.45882352941175
1	478	longer	310.2261904761905
1	479	to	331.7529411764706
1	480	kill	325.2261904761905
1	481	the	305.35714285714283
1	482	boar.	315.3855421686747
1	483	It	338.132530120482
1	484	was	310.16666666666663
1	485	to	306.5058823529412
1	486	find	313.7951807228916
1	487	a	329.8072289156627
1	488	way	308.03571428571433
1	489	to	291.65882352941173
1	490	carry	304.52941176470586
1	491	the	313.09411764705885
1	492	boar	312.9176470588235
1	493	back.	330.70238095238096
1	494	The	411.6626506024096
1	495	head	347.63529411764705
1	496	was	357.94117647058823
1	497	too	337.4
1	498	heavy	342.2470588235294
1	499	for	345.29411764705884
1	500	the	315.8
1	501	little	319.42857142857144
1	502	huntsman	346.3095238095238
1	503	to	338.4578313253012
1	504	carry	318.98809523809524
1	505	back	332.11764705882354
1	506	to	308.4117647058824
1	507	the	312.3095238095238
1	508	Manor	324.91764705882355
1	509	House,	354.9529411764706
1	510	but	374.1190476190476
1	511	the	341.43373493975906
1	512	huntsman,	327.85714285714283
1	513	who	314.73809523809524
1	514	was	310.2771084337349
1	515	as	328.42352941176466
1	516	quick-witted	331.8928571428572
1	517	and	372.9166666666666
1	518	cunning	349.11764705882354
1	519	as	326.70238095238096
1	520	ever,	319.66265060240966
1	521	asked	317.18823529411765
1	522	himself,	340.41666666666663
1	523	'What	319.8352941176471
1	524	else	327.25882352941176
1	525	can	323.1927710843373
1	526	I	308.04761904761904
1	527	do	300.0470588235294
1	528	to	316.8235294117647
1	529	prove	348.2771084337349
1	530	I	300.7469879518072
1	531	killed	334.04761904761904
1	532	the	306.0238095238095
1	533	boar?'	331.8928571428572
1	534	The	348.7647058823529
1	535	next	334.77647058823527
1	536	instance	318.29411764705884
1	537	he	336.93023255813955
1	538	opened	340.32941176470587
1	539	the	345.8
1	540	boar's	343.2
1	541	mouth	329.3529411764705
1	542	and	358.0833333333333
1	543	cut	340.4
1	544	out	356.23809523809524
1	545	its	327.47058823529414
1	546	tongue,	346.11764705882354
1	547	taking	389.4470588235294
1	548	that	368.0348837209302
1	549	as	349.6046511627908
1	550	proof	338.8
1	551	for	311.43023255813955
1	552	the	293.7093023255814
1	553	Lord.	314.5952380952381
1	554	He	307.5119047619048
1	555	set	318.9764705882353
1	556	out	308.90588235294115
1	557	for	309.3690476190476
1	558	the	315.45882352941175
1	559	Manor	285.8139534883721
1	560	House	304.40697674418607
1	561	as	312.28571428571433
1	562	quickly	297.23809523809524
1	563	as	308.50602409638554
1	564	he	284.0357142857143
1	565	could	295.2705882352941
1	566	and	296.7176470588235
1	567	he	287.7951807228916
1	568	had	288.7619047619048
1	569	only	295.1428571428572
1	570	been	293.9638554216868
1	571	gone	291.6428571428572
1	572	a	285.6190476190476
1	573	few	288.09638554216866
1	574	minutes	303.8095238095238
1	575	when	312.0
1	576	a	303.7209302325581
1	577	second	296.5
1	578	huntsman,	320.8023255813954
1	579	not	319.65882352941173
1	580	so	321.6941176470588
1	581	bold	320.564705882353
1	582	as	350.25882352941176
1	583	the	317.01162790697674
1	584	first	292.6117647058824
1	585	but	303.3647058823529
1	586	a	297.15116279069764
1	587	little	312.7619047619047
1	588	more	312.45882352941175
1	589	cunning,	303.1309523809524
1	590	came	323.8470588235294
1	591	on	317.4470588235294
1	592	the	302.78823529411767
1	593	scene.	339.29761904761904
1	594	Seeing	386.29761904761904
1	595	the	314.9176470588235
1	596	slain	316.09411764705885
1	597	carcass	327.6162790697674
1	598	of	335.98837209302326
1	599	the	296.2352941176471
1	600	boar,	320.64705882352945
1	601	the	314.8470588235294
1	602	huntsman	323.9529411764706
1	603	rejoiced	327.1058823529412
1	604	in	325.0352941176471
1	605	his	299.2352941176471
1	606	good	302.38823529411764
1	607	fortune.	299.5529411764706
1	608	The	321.8705882352941
1	609	second	338.7176470588235
1	610	huntsman	310.54117647058825
1	611	knew	312.2823529411765
1	612	a	308.92857142857144
1	613	shortcut	298.1904761904762
1	614	to	326.34117647058827
1	615	the	327.6235294117647
1	616	Manor	294.2048192771084
1	617	House	297.6744186046511
1	618	was	299.65116279069764
1	619	just	315.6235294117647
1	620	around	298.9761904761905
1	621	the	295.8795180722892
1	622	nearby	301.7857142857143
1	623	pond,	304.0
1	624	and,	322.2117647058824
1	625	being	329.1904761904762
1	626	a	312.60714285714283
1	627	bigger	305.90588235294115
1	628	man	305.84705882352944
1	629	than	296.90588235294115
1	630	the	287.77647058823527
1	631	first,	287.9047619047619
1	632	was	299.2261904761905
1	633	able	293.26506024096386
1	634	to	270.56626506024094
1	635	pick	281.0
1	636	up	283.3690476190476
1	637	the	274.81176470588235
1	638	boar's	302.77647058823527
1	639	head	307.74117647058824
1	640	and	312.6
1	641	carry	308.29411764705884
1	642	it	293.2857142857143
1	643	through	286.1309523809524
1	644	the	288.82142857142856
1	645	wood	287.9879518072289
1	646	towards	305.6463414634146
1	647	the	318.0823529411765
1	648	prize	298.2857142857143
1	649	that	314.43529411764706
1	650	awaited	333.81176470588235
1	651	him.	324.33333333333337
1	652	The	354.1084337349397
1	653	Lord	299.8588235294118
1	654	of	293.9764705882353
1	655	the	285.855421686747
1	656	Manor	267.225
1	657	was	291.609756097561
1	658	seated	284.2560975609756
1	659	in	300.7831325301205
1	660	his	318.9047619047619
1	661	hall	283.3764705882353
1	662	when	281.6705882352941
1	663	the	286.6823529411765
1	664	second	293.10714285714283
1	665	huntsman	296.3176470588235
1	666	burst	295.05882352941177
1	667	through	302.2380952380953
1	668	the	303.1647058823529
1	669	door	284.4823529411765
1	670	and	287.48809523809524
1	671	began	281.2261904761905
1	672	to	292.47058823529414
1	673	spin	292.7261904761905
1	674	a	284.81176470588235
1	675	line.	292.3294117647059
1	676	'The	333.66666666666663
1	677	woes	352.77647058823527
1	678	of	319.4047619047619
1	679	Bradford	325.1084337349397
1	680	are	316.6941176470588
1	681	ended!'	309.8352941176471
1	682	he	326.9759036144578
1	683	announced.	328.3214285714286
1	684	'With	366.6470588235295
1	685	my	335.35714285714283
1	686	own	323.4470588235294
1	687	hand	302.29411764705884
1	688	I	286.2289156626506
1	689	have	349.6506024096385
1	690	slain	285.0120481927711
1	691	the	283.82142857142856
1	692	boar!'	293.45238095238096
1	693	And,	303.81927710843377
1	694	with	301.2738095238095
1	695	that,	276.41666666666663
1	696	at	282.20238095238096
1	697	the	298.5238095238095
1	698	feet	301.5903614457831
1	699	of	287.3928571428572
1	700	his	288.17857142857144
1	701	lord	281.45238095238096
1	702	he	310.97619047619054
1	703	dropped	296.9647058823529
1	704	the	289.6867469879518
1	705	boar's	297.6
1	706	enormous	315.5952380952381
1	707	head.	329.6
1	708	'Then	371.2738095238095
1	709	you	338.82352941176475
1	710	will	301.66666666666663
1	711	be	285.0352941176471
1	712	rewarded,	308.2705882352941
1	713	as	311.05882352941177
1	714	I	288.1058823529412
1	715	promised.'	298.25882352941176
1	716	'But	326.29761904761904
1	717	first,	341.77647058823527
1	718	let	306.5357142857143
1	719	me	304.0843373493976
1	720	examine	295.7261904761905
1	721	the	306.17857142857144
1	722	head	304.8928571428572
1	723	of	302.3095238095238
1	724	this	298.1547619047619
1	725	monster,'	359.91666666666663
1	726	said	312.6309523809524
1	727	the	299.20238095238096
1	728	Lord	307.60714285714283
1	729	of	300.5529411764706
1	730	the	291.52941176470586
1	731	Manor.	306.6024096385542
1	732	To	322.7647058823529
1	733	not	306.5119047619048
1	734	examine	318.66265060240966
1	735	the	345.2117647058824
1	736	head	304.6904761904762
1	737	in	300.88235294117646
1	738	advance	305.0
1	739	had	318.9642857142857
1	740	not	314.1309523809524
1	741	been	323.8690476190476
1	742	very	329.8095238095238
1	743	clever	337.17857142857144
1	744	on	335.7619047619048
1	745	the	333.04651162790697
1	746	part	323.75
1	747	of	291.3614457831325
1	748	the	280.07142857142856
1	749	huntsman.	331.4761904761905
1	750	Right	387.4823529411765
1	751	away,	350.5421686746988
1	752	the	325.0357142857143
1	753	Lord	318.04761904761904
1	754	noticed	315.5595238095238
1	755	the	317.0823529411765
1	756	tongue	302.1647058823529
1	757	of	304.45882352941175
1	758	the	287.2738095238095
1	759	boar	288.10714285714283
1	760	was	300.0
1	761	missing	295.2261904761905
1	762	and	322.1904761904762
1	763	exclaimed,	315.25882352941176
1	764	'What	341.57142857142856
1	765	is	335.6428571428572
1	766	this?	327.6235294117647
1	767	A	308.1764705882353
1	768	boar	324.74117647058824
1	769	with	284.2
1	770	no	297.3452380952381
1	771	tongue?'	307.3058823529412
1	772	He	329.78823529411767
1	773	looked	311.7647058823529
1	774	at	306.09411764705885
1	775	the	291.60714285714283
1	776	huntsman,	315.90588235294115
1	777	dubiously.	359.0823529411765
1	778	'How	344.47058823529414
1	779	come	338.48809523809524
1	780	this	331.8690476190476
1	781	creature	308.6823529411765
1	782	has	301.05882352941177
1	783	no	294.1190476190476
1	784	tongue?'	331.94117647058823
1	785	he	342.74117647058824
1	786	demanded.	295.7619047619048
1	787	All	315.0235294117647
1	788	eyes	312.56470588235294
1	789	were	305.67857142857144
1	790	on	289.79761904761904
1	791	the	282.47058823529414
1	792	huntsman.	302.2
1	793	The	313.92857142857144
1	794	huntsman	309.0352941176471
1	795	questioned	296.3647058823529
1	796	by	320.1764705882353
1	797	the	310.07142857142856
1	798	Lord	317.6235294117647
1	799	replied,	327.5238095238095
1	800	'I	317.0823529411765
1	801	cannot	315.33333333333337
1	802	say,	304.16666666666663
1	803	my	312.0
1	804	Lord.'	297.1309523809524
1	805	He	313.34117647058827
1	806	was	307.77647058823527
1	807	suddenly	298.15294117647056
1	808	realizing	339.6785714285714
1	809	his	326.16666666666663
1	810	tricky	352.6506024096385
1	811	situation	334.8235294117647
1	812	could	338.5813953488372
1	813	end	316.9647058823529
1	814	badly	307.3452380952381
1	815	for	317.5833333333333
1	816	him.	309.9047619047619
1	817	Through	391.21428571428567
1	818	the	338.0
1	819	door	336.4096385542169
1	820	at	290.8292682926829
1	821	this	297.4268292682927
1	822	moment,	300.6829268292683
1	823	the	321.5595238095238
1	824	first	296.73809523809524
1	825	huntsman	307.5238095238095
1	826	burst.	311.6941176470588
1	827	'The	319.10714285714283
1	828	woes	340.9277108433735
1	829	of	330.45238095238096
1	830	Bradford	301.8705882352941
1	831	are	302.1411764705882
1	832	ended!'	292.9642857142857
1	833	he	299.5542168674699
1	834	cried.	303.81176470588235
1	835	'I	295.18823529411765
1	836	have	317.0
1	837	slain	289.3928571428572
1	838	the	286.49397590361446
1	839	boar	275.8690476190476
1	840	the	289.77647058823527
1	841	people	289.7738095238095
1	842	of	284.1190476190476
1	843	Bradford	289.2117647058824
1	844	dreaded!'	301.98823529411766
1	845	All	361.57647058823534
1	846	eyes	354.6823529411764
1	847	turned	310.5882352941177
1	848	to	289.2048192771084
1	849	the	296.5833333333333
1	850	man	280.20238095238096
1	851	who	276.43373493975906
1	852	now	288.5595238095238
1	853	stood	297.6309523809524
1	854	in	298.5529411764706
1	855	the	284.56626506024094
1	856	doorway.	291.9390243902439
1	857	'The	302.6987951807229
1	858	reward	315.3253012048193
1	859	is	310.42857142857144
1	860	already	323.75
1	861	given,'	310.0609756097561
1	862	said	357.4096385542169
1	863	the	310.3048780487805
1	864	Lord	298.42352941176466
1	865	of	298.2705882352941
1	866	the	293.0235294117647
1	867	Manor.	281.0352941176471
1	868	'The	301.1309523809524
1	869	man	311.45882352941175
1	870	here	322.41666666666663
1	871	has	312.95238095238096
1	872	brought	295.38823529411764
1	873	to	280.8352941176471
1	874	me	269.4404761904762
1	875	the	285.98823529411766
1	876	boar's	298.9166666666667
1	877	head.'	306.7176470588235
1	878	'Then	316.1190476190476
1	879	where	318.2823529411765
1	880	is	322.71428571428567
1	881	its	306.8690476190476
1	882	tongue?'	361.0352941176471
1	883	the	355.84705882352944
1	884	first	314.78571428571433
1	885	huntsman	331.52380952380946
1	886	replied.	327.29761904761904
1	887	And,	356.0352941176471
1	888	so	360.9529411764706
1	889	saying,	321.54761904761904
1	890	he	318.6904761904762
1	891	drew	323.6117647058824
1	892	out	308.47058823529414
1	893	the	308.11764705882354
1	894	boar's	306.3809523809524
1	895	tongue	312.77647058823527
1	896	he	331.65882352941173
1	897	had	316.7619047619048
1	898	put	308.2674418604651
1	899	in	300.42857142857144
1	900	his	306.2619047619048
1	901	hunting	293.7619047619048
1	902	pouch	309.6666666666667
1	903	and	318.8941176470588
1	904	related	335.564705882353
1	905	how	335.6235294117647
1	906	he	313.2705882352941
1	907	had	300.1294117647059
1	908	ambushed	335.2352941176471
1	909	the	313.42352941176466
1	910	creature	305.49411764705883
1	911	in	298.6235294117647
1	912	the	288.132530120482
1	913	wood	293.96428571428567
1	914	and	289.9411764705882
1	915	cut	284.2823529411765
1	916	out	290.28915662650604
1	917	its	272.4404761904762
1	918	tongue	288.1058823529412
1	919	as	288.49411764705883
1	920	proof	284.1294117647059
1	921	of	306.56470588235294
1	922	his	274.25882352941176
1	923	victory.	292.8705882352941
1	924	Listening	317.0843373493976
1	925	to	338.2073170731707
1	926	the	293.54761904761904
1	927	tale,	283.2142857142857
1	928	the	318.75
1	929	Lord	290.75
1	930	of	276.6470588235294
1	931	the	283.1058823529412
1	932	Manor	290.4
1	933	tried	281.23809523809524
1	934	to	277.2261904761905
1	935	discern	286.6867469879518
1	936	which	303.1463414634146
1	937	huntsman	297.48192771084337
1	938	was	308.3764705882353
1	939	telling	292.4470588235294
1	940	him	291.9176470588235
1	941	the	295.77647058823527
1	942	truth	285.18823529411765
1	943	and	287.7647058823529
1	944	what	279.82142857142856
1	945	the	295.3058823529412
1	946	two	288.5176470588235
1	947	huntsmen	299.0357142857143
1	948	were	308.0238095238095
1	949	thinking	301.144578313253
1	950	as	321.4404761904762
1	951	they	309.3647058823529
1	952	waited	302.63529411764705
1	953	for	297.29411764705884
1	954	him	290.74117647058824
1	955	to	276.8809523809524
1	956	make	276.6428571428572
1	957	a	276.7142857142857
1	958	decision.	279.06024096385545
1	959	Almost	325.2048192771084
1	960	instantly,	329.67058823529413
1	961	the	318.6235294117647
1	962	Lord	300.1647058823529
1	963	saw	278.7294117647059
1	964	that	285.4047619047619
