text_id	word_id	word	paper_log_gmean_freq
1	68	pleased	-10.497694785241169
1	69	with	-4.95046724708247
1	70	themselves	-8.838087398074132
1	71	for	-4.585357754818401
1	72	being	-7.0230539033456
1	73	so	-5.710776878569161
1	74	successful	-9.34730622704934
1	75	and	-3.6612603960379495
1	76	well	-6.840003176931319
1	77	off	-7.068980927481359
1	78	was	-5.019156496639937
1	79	known	-8.313844267430207
1	80	to	-3.6156252749091347
1	81	the	-2.924340415271659
1	82	residents	-10.035876740581873
1	83	of	-3.68488344878859
1	84	Bradford,	-12.071541752572568
1	85	and	-3.6612603960379495
1	86	if	-5.825916210899859
1	87	you	-4.651203653340133
1	88	were	-6.123808074095753
1	89	to	-3.6156252749091347
1	90	go	-6.840003176931319
1	91	into	-6.653035544233183
1	92	the	-2.924340415271659
1	93	city	-7.806451702455341
1	94	to	-3.6156252749091347
1	95	visit	-9.11412151423564
1	96	the	-2.924340415271659
1	97	stately	-13.443947001531791
1	98	City	-7.806451702455341
1	99	Hall,	-9.50874640779094
1	100	you	-4.651203653340133
1	101	would	-6.287125029261369
1	102	see	-6.676564196088626
1	103	there	-6.194756452719591
1	104	the	-2.924340415271659
1	105	Crest	-12.29599735305816
1	106	of	-3.68488344878859
1	107	the	-2.924340415271659
1	108	City	-7.806451702455341
1	109	of	-3.68488344878859
1	110	Bradford,	-12.071541752572568
1	111	which	-6.21455809967215
1	112	those	-7.138301160063109
1	113	same	-7.36804622937408
1	114	mill	-10.633298717467666
1	115	owners	-10.013302418543335
1	116	created	-9.09611922788616
1	117	to	-3.6156252749091347
1	118	celebrate	-10.381523353479128
1	119	their	-6.1469027220681784
1	120	achievements.	-11.364505459851955
1	121	It	-4.720569814217844
1	122	shows	-8.679124058562458
1	123	a	-3.7766140016192504
1	124	sinister	-12.409413569548203
1	125	looking	-7.896347922611698
1	126	boar's	-15.400255857808004
1	127	head	-8.034458447816773
1	128	sitting	-9.531923996103645
1	129	on	-4.812182055375063
1	130	top	-7.896347922611698
1	131	of	-3.68488344878859
1	132	a	-3.7766140016192504
1	133	well	-6.840003176931319
1	134	which	-6.21455809967215
1	135	seems	-8.65588071119013
1	136	puzzling	-13.443947001531791
1	137	at	-5.296299404004723
1	138	first,	-6.653035544233183
1	139	but	-5.456118032812082
1	140	the	-2.924340415271659
1	141	reason	-8.472697951529685
1	142	for	-4.585357754818401
1	143	this	-5.019156496639937
1	144	symbol	-10.795085671819912
1	145	is	-4.448157890206405
1	146	a	-3.7766140016192504
1	147	matter	-8.334455054737067
1	148	of	-3.68488344878859
1	149	legend.	-10.497694785241169
1	150	There	-6.194756452719591
1	151	was	-5.019156496639937
1	152	once,	-7.9892155088326815
1	153	legend	-10.497694785241169
1	154	has	-6.057561615482908
1	155	it,	-4.720569814217844
1	156	a	-3.7766140016192504
1	157	fearsome	-13.61665969921911
1	158	boar,	-13.073573213234896
1	159	which	-6.21455809967215
1	160	lived	-9.484777217677943
1	161	in	-3.984588321933348
1	162	a	-3.7766140016192504
1	163	wood	-9.714521453023504
1	164	located	-9.531923996103645
1	165	just	-5.918176911338162
1	166	outside	-8.633165367668658
1	167	the	-2.924340415271659
1	168	manor	-11.934519955008277
1	169	of	-3.68488344878859
1	170	Bradford.	-12.071541752572568
1	171	A	-3.7766140016192504
1	172	source	-8.866041699105505
1	173	of	-3.68488344878859
1	174	great	-7.183377036941551
1	175	trouble	-9.691607193500628
1	176	to	-3.6156252749091347
1	177	the	-2.924340415271659
1	178	local	-8.220427500231414
1	179	folk	-11.000101838541564
1	180	the	-2.924340415271659
1	181	boar	-13.073573213234896
1	182	was,	-5.019156496639937
1	183	bringing	-9.875872385503154
1	184	terror	-10.908609498116899
1	185	to	-3.6156252749091347
1	186	the	-2.924340415271659
1	187	peaceful	-10.860600278930539
1	188	flocks	-13.65850680915461
1	189	and	-3.6612603960379495
1	190	ravaging	-14.70955068090361
1	191	the	-2.924340415271659
1	192	countryside	-11.684900729710039
1	193	around.	-7.4369146094366325
1	194	Even	-6.930921557013977
1	195	worse,	-9.462655300590672
1	196	however,	-7.875076181969071
1	197	the	-2.924340415271659
1	198	boar	-13.073573213234896
1	199	most	-6.9076552839818035
1	200	liked	-9.761987990262428
1	201	to	-3.6156252749091347
1	202	go	-6.840003176931319
1	203	to	-3.6156252749091347
1	204	the	-2.924340415271659
1	205	well	-6.840003176931319
1	206	that	-4.585357754818401
1	207	was	-5.019156496639937
1	208	in	-3.984588321933348
1	209	the	-2.924340415271659
1	210	wood	-9.714521453023504
1	211	and	-3.6612603960379495
1	212	drink	-9.439753536303988
1	213	its	-6.58559931867028
1	214	fresh	-9.600424378046045
1	215	water,	-8.013090113411073
1	216	so	-5.710776878569161
1	217	that	-4.585357754818401
1	218	the	-2.924340415271659
1	219	people	-6.331085736480887
1	220	of	-3.68488344878859
1	221	Bradford	-12.071541752572568
1	222	had	-6.1469027220681784
1	223	second	-7.758492380116853
1	224	thoughts	-9.78481602281863
1	225	about	-5.987432685994611
1	226	visiting	-10.497694785241169
1	227	the	-2.924340415271659
1	228	well.	-6.840003176931319
1	229	That	-4.585357754818401
1	230	the	-2.924340415271659
1	231	people	-6.331085736480887
1	232	of	-3.68488344878859
1	233	Bradford	-12.071541752572568
1	234	bore	-11.662586239524634
1	235	the	-2.924340415271659
1	236	brunt	-13.464853686351105
1	237	of	-3.68488344878859
1	238	the	-2.924340415271659
1	239	beast's	-14.777845228339835
1	240	ferocity	-13.927560061772898
1	241	was	-5.019156496639937
1	242	unfair	-11.11414934501286
1	243	in	-3.984588321933348
1	244	the	-2.924340415271659
1	245	eyes	-8.727297129222643
1	246	of	-3.68488344878859
1	247	the	-2.924340415271659
1	248	people	-6.331085736480887
1	249	of	-3.68488344878859
1	250	the	-2.924340415271659
1	251	region.	-9.2093408716431
1	252	Eventually,	-9.484777217677943
1	253	the	-2.924340415271659
1	254	issue	-8.679124058562458
1	255	reached	-9.554240124426192
1	256	the	-2.924340415271659
1	257	ears	-10.680016342035124
1	258	of	-3.68488344878859
1	259	the	-2.924340415271659
1	260	kindly	-11.50297513411706
1	261	Lord	-8.9784353149934
1	262	of	-3.68488344878859
1	263	the	-2.924340415271659
1	264	Manor	-11.934519955008277
1	265	who	-6.123808074095753
1	266	the	-2.924340415271659
1	267	people	-6.331085736480887
1	268	had	-6.1469027220681784
1	269	often	-8.26604544369243
1	270	asked	-8.516693316374587
1	271	for	-4.585357754818401
1	272	help.	-7.483830787956245
1	273	The	-2.924340415271659
1	274	Lord	-8.9784353149934
1	275	saw	-8.425982311362853
1	276	the	-2.924340415271659
1	277	severity	-12.161099279887443
1	278	of	-3.68488344878859
1	279	the	-2.924340415271659
1	280	problem	-8.289659291800735
1	281	the	-2.924340415271659
1	282	people	-6.331085736480887
1	283	faced	-10.381523353479128
1	284	and	-3.6612603960379495
1	285	suggested	-9.944309547056383
1	286	a	-3.7766140016192504
1	287	contest	-10.289150033348113
1	288	could	-6.767906383865738
1	289	solve	-10.542146547812004
1	290	the	-2.924340415271659
1	291	problem.	-8.289659291800735
1	292	He	-5.318499665910535
1	293	said	-6.887854617275801
1	294	that	-4.585357754818401
1	295	whoever	-10.542146547812004
1	296	could	-6.767906383865738
1	297	kill	-9.002513524773866
1	298	the	-2.924340415271659
1	299	boar	-13.073573213234896
1	300	and	-3.6612603960379495
1	301	bring	-8.58922639431607
1	302	as	-5.134482303534073
1	303	proof	-9.89949553126659
1	304	its	-6.58559931867028
1	305	head	-8.034458447816773
1	306	to	-3.6156252749091347
1	307	the	-2.924340415271659
1	308	Manor	-11.934519955008277
1	309	House	-7.575039800016355
1	310	would	-6.287125029261369
1	311	be	-5.088040233740751
1	312	rewarded	-11.934519955008277
1	313	with	-4.95046724708247
1	314	land	-8.702920541345025
1	315	and	-3.6612603960379495
1	316	fame.	-10.724468104605958
1	317	It	-4.720569814217844
1	318	was	-5.019156496639937
1	319	the	-2.924340415271659
1	320	people	-6.331085736480887
1	321	of	-3.68488344878859
1	322	Bradford	-12.071541752572568
1	323	and	-3.6612603960379495
1	324	the	-2.924340415271659
1	325	people	-6.331085736480887
1	326	who	-6.123808074095753
1	327	knew	-8.752282813748847
1	328	them	-6.469435834003026
1	329	who	-6.123808074095753
1	330	rejoiced	-14.41881703452443
1	331	at	-5.296299404004723
1	332	this	-5.019156496639937
1	333	proclamation	-12.768191563683715
1	334	but	-5.456118032812082
1	335	one	-5.825916210899859
1	336	question	-8.403418177157393
1	337	remained:	-10.082614218433564
1	338	who	-6.123808074095753
1	339	would	-6.287125029261369
1	340	kill	-9.002513524773866
1	341	the	-2.924340415271659
1	342	boar?	-13.073573213234896
1	343	By	-5.388220192477353
1	344	the	-2.924340415271659
1	345	handsome	-11.000101838541564
1	346	reward	-10.747457622830657
1	347	many	-7.114656454750483
1	348	felt	-8.909495312998121
1	349	tempted,	-11.82217171533785
1	350	but	-5.456118032812082
1	351	the	-2.924340415271659
1	352	thought	-7.851674177973766
1	353	of	-3.68488344878859
1	354	the	-2.924340415271659
1	355	boar	-13.073573213234896
1	356	with	-4.95046724708247
1	357	its	-6.58559931867028
1	358	deadly	-11.134489029249984
1	359	tusks	-14.128852377196633
1	360	and	-3.6612603960379495
1	361	face	-8.173248939956324
1	362	like	-5.963810470326166
1	363	thunder	-11.183621717827627
1	364	soon	-8.472697951529685
1	365	put	-7.690608372626575
1	366	an	-5.686895859499778
1	367	end	-7.643601214075198
1	368	to	-3.6156252749091347
1	369	their	-6.1469027220681784
1	370	ambitions.	-12.318122149338796
1	371	However,	-7.875076181969071
1	372	there	-6.194756452719591
1	373	was	-5.019156496639937
1	374	one	-5.825916210899859
1	375	huntsman,	-13.761969791036245
1	376	who	-6.123808074095753
1	377	was	-5.019156496639937
1	378	still	-7.09155793205789
1	379	wet	-10.265893171183846
1	380	behind	-8.541998310335208
1	381	the	-2.924340415271659
1	382	ears,	-10.680016342035124
1	383	who	-6.123808074095753
1	384	decided	-9.002513524773866
1	385	the	-2.924340415271659
1	386	prize	-10.151948911834628
1	387	was	-5.019156496639937
1	388	worth	-8.838087398074132
1	389	a	-3.7766140016192504
1	390	shot,	-8.702920541345025
1	391	in	-3.984588321933348
1	392	spite	-11.408565449645986
1	393	of	-3.68488344878859
1	394	the	-2.924340415271659
1	395	boar's	-15.400255857808004
1	396	reputation.	-10.42773619663426
1	397	The	-2.924340415271659
1	398	huntsman	-13.761969791036245
1	399	discovered	-9.806360841805406
1	400	the	-2.924340415271659
1	401	boar	-13.073573213234896
1	402	preferred	-10.7019952487539
1	403	to	-3.6156252749091347
1	404	come	-7.413427537507333
1	405	out	-6.032244875829602
1	406	in	-3.984588321933348
1	407	the	-2.924340415271659
1	408	middle	-8.79756868868558
1	409	of	-3.68488344878859
1	410	the	-2.924340415271659
1	411	day.	-7.0230539033456
1	412	So	-5.710776878569161
1	413	he	-5.318499665910535
1	414	went	-8.059451938742702
1	415	to	-3.6156252749091347
1	416	the	-2.924340415271659
1	417	wood	-9.714521453023504
1	418	by	-5.388220192477353
1	419	the	-2.924340415271659
1	420	well	-6.840003176931319
1	421	with	-4.95046724708247
1	422	his	-5.732151085456658
1	423	good	-6.63004778767756
1	424	bow,	-10.814790742899245
1	425	to	-3.6156252749091347
1	426	bide	-14.400700597019128
1	427	his	-5.732151085456658
1	428	time.	-6.239874625670079
1	429	Around	-7.4369146094366325
1	430	noontime,	-15.263680322802252
1	431	the	-2.924340415271659
1	432	boar,	-13.073573213234896
1	433	feared	-11.639623118016186
1	434	by	-5.388220192477353
1	435	the	-2.924340415271659
1	436	locals,	-11.50297513411706
1	437	came	-8.059451938742702
1	438	out,	-6.032244875829602
1	439	as	-5.134482303534073
1	440	slow	-9.554240124426192
1	441	as	-5.134482303534073
1	442	a	-3.7766140016192504
1	443	snail,	-12.251070011460909
1	444	from	-5.456118032812082
1	445	among	-8.496900488148475
1	446	the	-2.924340415271659
1	447	trees,	-9.9216515231638
1	448	just	-5.918176911338162
1	449	as	-5.134482303534073
1	450	the	-2.924340415271659
1	451	huntsman	-13.761969791036245
1	452	had	-6.1469027220681784
1	453	predicted.	-11.227746522736567
1	454	The	-2.924340415271659
1	455	huntsman	-13.761969791036245
1	456	leaped	-14.188024565932752
1	457	from	-5.456118032812082
1	458	his	-5.732151085456658
1	459	hiding	-10.770988120240851
1	460	place	-7.575039800016355
1	461	and	-3.6612603960379495
1	462	through	-7.207374989006961
1	463	the	-2.924340415271659
1	464	heart	-8.496900488148475
1	465	with	-4.95046724708247
1	466	his	-5.732151085456658
1	467	fine	-8.679124058562458
1	468	arrows	-11.957651287031695
1	469	shot	-8.702920541345025
1	470	the	-2.924340415271659
1	471	boar.	-13.073573213234896
1	472	Now	-6.49557940518253
1	473	the	-2.924340415271659
1	474	problem	-8.289659291800735
1	475	was	-5.019156496639937
1	476	no	-6.101234771254509
1	477	longer	-8.838087398074132
1	478	to	-3.6156252749091347
1	479	kill	-9.002513524773866
1	480	the	-2.924340415271659
1	481	boar.	-13.073573213234896
1	482	It	-4.720569814217844
1	483	was	-5.019156496639937
1	484	to	-3.6156252749091347
1	485	find	-7.460966619244566
1	486	a	-3.7766140016192504
1	487	way	-6.887854617275801
1	488	to	-3.6156252749091347
1	489	carry	-9.462655300590672
1	490	the	-2.924340415271659
1	491	boar	-13.073573213234896
1	492	back.	-6.812354194218884
1	493	The	-2.924340415271659
1	494	head	-8.034458447816773
1	495	was	-5.019156496639937
1	496	too	-7.0230539033456
1	497	heavy	-9.301359770363351
1	498	for	-4.585357754818401
1	499	the	-2.924340415271659
1	500	little	-7.483830787956245
1	501	huntsman	-13.761969791036245
1	502	to	-3.6156252749091347
1	503	carry	-9.462655300590672
1	504	back	-6.812354194218884
1	505	to	-3.6156252749091347
1	506	the	-2.924340415271659
1	507	Manor	-11.934519955008277
1	508	House,	-7.575039800016355
1	509	but	-5.456118032812082
1	510	the	-2.924340415271659
1	511	huntsman,	-13.761969791036245
1	512	who	-6.123808074095753
1	513	was	-5.019156496639937
1	514	as	-5.134482303534073
1	515	quick-witted	-14.015181753093342
1	516	and	-3.6612603960379495
1	517	cunning	-12.743926941684084
1	518	as	-5.134482303534073
1	519	ever,	-7.690608372626575
1	520	asked	-8.516693316374587
1	521	himself,	-8.633165367668658
1	522	'What	-6.032244875829602
1	523	else	-8.334455054737067
1	524	can	-5.849930263214863
1	525	I	-4.398147886555513
1	526	do	-6.101234771254509
1	527	to	-3.6156252749091347
1	528	prove	-9.737973114058555
1	529	I	-4.398147886555513
1	530	killed	-8.702920541345025
1	531	the	-2.924340415271659
1	532	boar?'	-13.073573213234896
1	533	The	-2.924340415271659
1	534	next	-7.598704875998595
1	535	instance	-10.151948911834628
1	536	he	-5.318499665910535
1	537	opened	-9.554240124426192
1	538	the	-2.924340415271659
1	539	boar's	-15.400255857808004
1	540	mouth	-9.600424378046045
1	541	and	-3.6612603960379495
1	542	cut	-8.65588071119013
1	543	out	-6.032244875829602
1	544	its	-6.58559931867028
1	545	tongue,	-10.658510136814161
1	546	taking	-8.313844267430207
1	547	that	-4.585357754818401
1	548	as	-5.134482303534073
1	549	proof	-9.89949553126659
1	550	for	-4.585357754818401
1	551	the	-2.924340415271659
1	552	Lord.	-8.9784353149934
1	553	He	-5.318499665910535
1	554	set	-7.851674177973766
1	555	out	-6.032244875829602
1	556	for	-4.585357754818401
1	557	the	-2.924340415271659
1	558	Manor	-11.934519955008277
1	559	House	-7.575039800016355
1	560	as	-5.134482303534073
1	561	quickly	-9.2093408716431
1	562	as	-5.134482303534073
1	563	he	-5.318499665910535
1	564	could	-6.767906383865738
1	565	and	-3.6612603960379495
1	566	he	-5.318499665910535
1	567	had	-6.1469027220681784
1	568	only	-6.63004778767756
1	569	been	-6.287125029261369
1	570	gone	-8.817622836690521
1	571	a	-3.7766140016192504
1	572	few	-7.828807327958002
1	573	minutes	-8.496900488148475
1	574	when	-6.057561615482908
1	575	a	-3.7766140016192504
1	576	second	-7.758492380116853
1	577	huntsman,	-13.761969791036245
1	578	not	-5.318499665910535
1	579	so	-5.710776878569161
1	580	bold	-10.908609498116899
1	581	as	-5.134482303534073
1	582	the	-2.924340415271659
1	583	first	-6.653035544233183
1	584	but	-5.456118032812082
1	585	a	-3.7766140016192504
1	586	little	-7.483830787956245
1	587	more	-6.0791597942471425
1	588	cunning,	-12.743926941684084
1	589	came	-8.059451938742702
1	590	on	-4.812182055375063
1	591	the	-2.924340415271659
1	592	scene.	-9.278619212729478
1	593	Seeing	-9.11412151423564
1	594	the	-2.924340415271659
1	595	slain	-12.542944962172726
1	596	carcass	-13.273186267138913
1	597	of	-3.68488344878859
1	598	the	-2.924340415271659
1	599	boar,	-13.073573213234896
1	600	the	-2.924340415271659
1	601	huntsman	-13.761969791036245
1	602	rejoiced	-14.41881703452443
1	603	in	-3.984588321933348
1	604	his	-5.732151085456658
1	605	good	-6.63004778767756
1	606	fortune.	-10.814790742899245
1	607	The	-2.924340415271659
1	608	second	-7.758492380116853
1	609	huntsman	-13.761969791036245
1	610	knew	-8.752282813748847
1	611	a	-3.7766140016192504
1	612	shortcut	-12.965359628594664
1	613	to	-3.6156252749091347
1	614	the	-2.924340415271659
1	615	Manor	-11.934519955008277
1	616	House	-7.575039800016355
1	617	was	-5.019156496639937
1	618	just	-5.918176911338162
1	619	around	-7.4369146094366325
1	620	the	-2.924340415271659
1	621	nearby	-10.24316492010629
1	622	pond,	-11.54855264261338
1	623	and,	-3.6612603960379495
1	624	being	-7.0230539033456
1	625	a	-3.7766140016192504
1	626	bigger	-9.806360841805406
1	627	man	-7.321605443624741
1	628	than	-6.607576615201074
1	629	the	-2.924340415271659
1	630	first,	-6.653035544233183
1	631	was	-5.019156496639937
1	632	able	-8.220427500231414
1	633	to	-3.6156252749091347
1	634	pick	-9.027185828878336
1	635	up	-6.011626438931935
1	636	the	-2.924340415271659
1	637	boar's	-15.400255857808004
1	638	head	-8.034458447816773
1	639	and	-3.6612603960379495
1	640	carry	-9.462655300590672
1	641	it	-4.720569814217844
1	642	through	-7.207374989006961
1	643	the	-2.924340415271659
1	644	wood	-9.714521453023504
1	645	towards	-9.069709242236437
1	646	the	-2.924340415271659
1	647	prize	-10.151948911834628
1	648	that	-4.585357754818401
1	649	awaited	-12.454534004828673
1	650	him.	-6.653035544233183
1	651	The	-2.924340415271659
1	652	Lord	-8.9784353149934
1	653	of	-3.68488344878859
1	654	the	-2.924340415271659
1	655	Manor	-11.934519955008277
1	656	was	-5.019156496639937
1	657	seated	-11.753723951523158
1	658	in	-3.984588321933348
1	659	his	-5.732151085456658
1	660	hall	-9.50874640779094
1	661	when	-6.057561615482908
1	662	the	-2.924340415271659
1	663	second	-7.758492380116853
1	664	huntsman	-13.761969791036245
1	665	burst	-11.162268593357059
1	666	through	-7.207374989006961
1	667	the	-2.924340415271659
1	668	door	-9.027185828878336
1	669	and	-3.6612603960379495
1	670	began	-9.052482287360602
1	671	to	-3.6156252749091347
1	672	spin	-10.633298717467666
1	673	a	-3.7766140016192504
1	674	line.	-8.081845708826204
1	675	'The	-2.924340415271659
1	676	woes	-12.923512518659164
1	677	of	-3.68488344878859
1	678	Bradford	-12.071541752572568
1	679	are	-5.202989005090817
1	680	ended!'	-9.393062008791476
1	681	he	-5.318499665910535
1	682	announced.	-9.301359770363351
1	683	'With	-4.95046724708247
1	684	my	-5.594004729337959
1	685	own	-7.505410478082862
1	686	hand	-8.26604544369243
1	687	I	-4.398147886555513
1	688	have	-5.272630126812061
1	689	slain	-12.542944962172726
1	690	the	-2.924340415271659
1	691	boar!'	-13.073573213234896
1	692	And,	-3.6612603960379495
1	693	with	-4.95046724708247
1	694	that,	-4.585357754818401
1	695	at	-5.296299404004723
1	696	the	-2.924340415271659
1	697	feet	-9.232585980923503
1	698	of	-3.68488344878859
1	699	his	-5.732151085456658
1	700	lord	-8.9784353149934
1	701	he	-5.318499665910535
1	702	dropped	-9.830237090796535
1	703	the	-2.924340415271659
1	704	boar's	-15.400255857808004
1	705	enormous	-10.930709845117565
1	706	head.	-8.034458447816773
1	707	'Then	-6.750666063739362
1	708	you	-4.651203653340133
1	709	will	-5.870982933667933
1	710	be	-5.088040233740751
1	711	rewarded,	-11.934519955008277
1	712	as	-5.134482303534073
1	713	I	-4.398147886555513
1	714	promised.'	-10.381523353479128
1	715	'But	-5.456118032812082
1	716	first,	-6.653035544233183
1	717	let	-7.828807327958002
1	718	me	-5.802465335560787
1	719	examine	-11.094215130112044
1	720	the	-2.924340415271659
1	721	head	-8.034458447816773
1	722	of	-3.68488344878859
1	723	this	-5.019156496639937
1	724	monster,'	-10.381523353479128
1	725	said	-6.887854617275801
1	726	the	-2.924340415271659
1	727	Lord	-8.9784353149934
1	728	of	-3.68488344878859
1	729	the	-2.924340415271659
1	730	Manor.	-11.934519955008277
1	731	To	-3.6156252749091347
1	732	not	-5.318499665910535
1	733	examine	-11.094215130112044
1	734	the	-2.924340415271659
1	735	head	-8.034458447816773
1	736	in	-3.984588321933348
1	737	advance	-10.013302418543335
1	738	had	-6.1469027220681784
1	739	not	-5.318499665910535
1	740	been	-6.287125029261369
1	741	very	-6.9076552839818035
1	742	clever	-11.024345450151557
1	743	on	-4.812182055375063
1	744	the	-2.924340415271659
1	745	part	-7.413427537507333
1	746	of	-3.68488344878859
1	747	the	-2.924340415271659
1	748	huntsman.	-13.761969791036245
1	749	Right	-6.999760924778162
1	750	away,	-7.782184556761375
1	751	the	-2.924340415271659
1	752	Lord	-8.9784353149934
1	753	noticed	-10.058972455376523
1	754	the	-2.924340415271659
1	755	tongue	-10.658510136814161
1	756	of	-3.68488344878859
1	757	the	-2.924340415271659
1	758	boar	-13.073573213234896
1	759	was	-5.019156496639937
1	760	missing	-9.09611922788616
1	761	and	-3.6612603960379495
1	762	exclaimed,	-13.61665969921911
1	763	'What	-6.032244875829602
1	764	is	-4.448157890206405
1	765	this?	-5.019156496639937
1	766	A	-3.7766140016192504
1	767	boar	-13.073573213234896
1	768	with	-4.95046724708247
1	769	no	-6.101234771254509
1	770	tongue?'	-10.658510136814161
1	771	He	-5.318499665910535
1	772	looked	-8.954923260111677
1	773	at	-5.296299404004723
1	774	the	-2.924340415271659
1	775	huntsman,	-13.761969791036245
1	776	dubiously.	-15.316094065486292
1	777	'How	-6.353812696142741
1	778	come	-7.413427537507333
1	779	this	-5.019156496639937
1	780	creature	-11.134489029249984
1	781	has	-6.057561615482908
1	782	no	-6.101234771254509
1	783	tongue?'	-10.658510136814161
1	784	he	-5.318499665910535
1	785	demanded.	-11.227746522736567
1	786	All	-5.710776878569161
1	787	eyes	-8.727297129222643
1	788	were	-6.123808074095753
1	789	on	-4.812182055375063
1	790	the	-2.924340415271659
1	791	huntsman.	-13.761969791036245
1	792	The	-2.924340415271659
1	793	huntsman	-13.761969791036245
1	794	questioned	-11.454656556846253
1	795	by	-5.388220192477353
1	796	the	-2.924340415271659
1	797	Lord	-8.9784353149934
1	798	replied,	-10.860600278930539
1	799	'I	-4.398147886555513
1	800	cannot	-8.954923260111677
1	801	say,	-7.161229180104181
1	802	my	-5.594004729337959
1	803	Lord.'	-8.9784353149934
1	804	He	-5.318499665910535
1	805	was	-5.019156496639937
1	806	suddenly	-9.9216515231638
1	807	realizing	-11.571614461318909
1	808	his	-5.732151085456658
1	809	tricky	-11.594135520395772
1	810	situation	-9.002513524773866
1	811	could	-6.767906383865738
1	812	end	-7.643601214075198
1	813	badly	-10.497694785241169
1	814	for	-4.585357754818401
1	815	him.	-6.653035544233183
1	816	Through	-7.207374989006961
1	817	the	-2.924340415271659
1	818	door	-9.027185828878336
1	819	at	-5.296299404004723
1	820	this	-5.019156496639937
1	821	moment,	-8.65588071119013
1	822	the	-2.924340415271659
1	823	first	-6.653035544233183
1	824	huntsman	-13.761969791036245
1	825	burst.	-11.162268593357059
1	826	'The	-2.924340415271659
1	827	woes	-12.923512518659164
1	828	of	-3.68488344878859
1	829	Bradford	-12.071541752572568
1	830	are	-5.202989005090817
1	831	ended!'	-9.393062008791476
1	832	he	-5.318499665910535
1	833	cried.	-11.068239643708782
1	834	'I	-4.398147886555513
1	835	have	-5.272630126812061
1	836	slain	-12.542944962172726
1	837	the	-2.924340415271659
1	838	boar	-13.073573213234896
1	839	the	-2.924340415271659
1	840	people	-6.331085736480887
1	841	of	-3.68488344878859
1	842	Bradford	-12.071541752572568
1	843	dreaded!'	-12.965359628594664
1	844	All	-5.710776878569161
1	845	eyes	-8.727297129222643
1	846	turned	-9.002513524773866
1	847	to	-3.6156252749091347
1	848	the	-2.924340415271659
1	849	man	-7.321605443624741
1	850	who	-6.123808074095753
1	851	now	-6.49557940518253
1	852	stood	-10.196517231314504
1	853	in	-3.984588321933348
1	854	the	-2.924340415271659
1	855	doorway.	-12.609539750975665
1	856	'The	-2.924340415271659
1	857	reward	-10.747457622830657
1	858	is	-4.448157890206405
1	859	already	-7.943111118015232
1	860	given,'	-8.26604544369243
1	861	said	-6.887854617275801
1	862	the	-2.924340415271659
1	863	Lord	-8.9784353149934
1	864	of	-3.68488344878859
1	865	the	-2.924340415271659
1	866	Manor.	-11.934519955008277
1	867	'The	-2.924340415271659
1	868	man	-7.321605443624741
1	869	here	-6.976998181724298
1	870	has	-6.057561615482908
1	871	brought	-8.838087398074132
1	872	to	-3.6156252749091347
1	873	me	-5.802465335560787
1	874	the	-2.924340415271659
1	875	boar's	-15.400255857808004
1	876	head.'	-8.034458447816773
1	877	'Then	-6.750666063739362
1	878	where	-6.9076552839818035
1	879	is	-4.448157890206405
1	880	its	-6.58559931867028
1	881	tongue?'	-10.658510136814161
1	882	the	-2.924340415271659
